stat1,stat2,stat3,stat4,stat5,stat6,prob
15,14,13,12,12,3,21.70%
17,12,12,10,10,6,21.70%
13,13,13,12,12,8,21.69%
17,14,11,9,9,7,21.69%
17,14,12,10,7,7,21.69%
17,13,13,10,8,6,21.68%
17,11,11,10,8,8,21.67%
17,9,9,9,9,8,21.67%
17,10,9,9,9,8,21.67%
15,14,13,12,12,4,21.67%
15,15,13,11,10,9,21.66%
14,13,13,13,10,9,21.66%
17,11,9,9,9,8,21.66%
17,10,10,9,9,8,21.66%
15,14,13,11,10,10,21.66%
17,11,10,9,9,8,21.65%
17,13,13,11,8,3,21.64%
16,13,13,13,7,7,21.64%
17,13,13,9,9,5,21.64%
14,13,13,12,11,10,21.64%
15,14,14,13,10,5,21.63%
16,13,13,13,10,5,21.62%
15,14,14,10,10,9,21.62%
15,14,14,13,7,7,21.62%
17,12,11,10,8,8,21.61%
15,15,13,13,9,3,21.61%
17,13,13,11,5,5,21.61%
16,14,14,11,9,8,21.60%
17,14,13,10,8,3,21.60%
17,13,13,11,6,5,21.60%
17,11,11,11,10,6,21.60%
17,14,13,10,5,5,21.59%
16,13,13,13,8,7,21.59%
17,14,13,10,6,5,21.59%
17,13,13,11,8,4,21.59%
15,12,12,12,11,10,21.59%
17,14,10,10,9,7,21.59%
14,14,13,13,11,8,21.58%
17,14,12,10,8,7,21.58%
17,12,11,11,10,6,21.57%
17,14,13,8,8,5,21.57%
15,14,14,13,8,7,21.57%
17,12,12,11,10,5,21.56%
15,15,14,11,9,8,21.56%
17,12,9,9,9,8,21.56%
15,15,13,13,9,4,21.56%
17,13,13,11,7,5,21.56%
17,12,10,9,9,8,21.55%
17,14,11,11,9,6,21.55%
17,13,12,11,9,7,21.55%
17,13,12,11,10,3,21.55%
14,14,13,12,12,7,21.55%
17,14,13,10,8,4,21.54%
14,13,13,12,12,8,21.54%
17,13,8,8,8,8,21.54%
17,13,9,8,8,8,21.54%
17,14,13,10,7,5,21.54%
17,14,13,9,8,5,21.54%
15,14,13,12,12,5,21.54%
16,14,11,11,11,9,21.53%
15,15,13,11,11,8,21.53%
17,13,10,8,8,8,21.52%
17,13,9,9,8,8,21.52%
17,14,11,10,9,7,21.51%
17,13,13,10,9,5,21.51%
17,13,10,9,8,8,21.50%
17,13,12,11,10,4,21.50%
15,14,14,11,11,8,21.48%
17,11,11,9,9,8,21.47%
15,13,12,12,11,10,21.44%
15,13,13,12,12,7,21.44%
16,14,13,12,10,9,21.43%
17,10,10,10,10,7,21.43%
17,11,10,10,10,7,21.43%
17,10,10,10,9,8,21.43%
17,13,12,10,10,6,21.43%
16,15,14,12,3,3,21.42%
16,15,14,12,4,3,21.42%
16,15,14,12,5,3,21.42%
17,11,10,10,9,8,21.42%
15,15,13,13,6,6,21.42%
16,15,14,12,6,3,21.42%
15,15,13,13,7,6,21.40%
17,12,11,9,9,8,21.40%
16,15,13,11,11,3,21.40%
16,14,12,11,11,9,21.40%
15,13,13,12,10,10,21.39%
15,14,14,11,10,9,21.39%
15,15,13,13,9,5,21.38%
14,14,13,12,10,10,21.38%
17,13,11,8,8,8,21.38%
16,15,14,12,7,3,21.38%
17,12,10,10,10,7,21.37%
16,15,14,12,4,4,21.37%
16,15,14,12,5,4,21.37%
16,15,14,12,6,4,21.36%
16,15,13,11,11,4,21.36%
17,11,11,10,10,7,21.36%
16,15,9,9,9,9,21.36%
17,13,11,9,8,8,21.36%
16,15,10,9,9,9,21.36%
17,13,13,11,8,5,21.36%
15,14,11,11,11,10,21.34%
16,15,13,12,8,8,21.34%
17,12,10,10,9,8,21.34%
16,14,13,13,10,3,21.34%
16,15,14,12,7,4,21.33%
15,15,12,12,9,9,21.31%
16,15,11,9,9,9,21.31%
17,12,11,10,10,7,21.31%
17,13,12,11,10,5,21.31%
17,14,13,10,8,5,21.31%
15,15,13,13,8,6,21.30%
16,15,14,9,9,7,21.30%
16,15,10,10,9,9,21.30%
16,14,13,13,10,4,21.30%
17,11,11,10,9,8,21.29%
15,14,12,12,10,10,21.29%
16,13,13,13,9,7,21.28%
16,15,14,10,10,3,21.28%
15,14,14,13,9,7,21.27%
15,13,13,13,11,8,21.26%
16,15,11,10,9,9,21.26%
14,14,14,12,11,8,21.25%
16,12,12,12,11,9,21.24%
16,15,14,10,10,4,21.24%
17,12,11,10,9,8,21.23%
17,13,10,10,8,8,21.23%
16,15,14,12,8,3,21.22%
15,14,14,13,10,6,21.22%
15,14,12,11,11,10,21.22%
17,14,13,6,6,6,21.22%
17,14,13,7,6,6,21.22%
16,15,14,10,9,7,21.22%
15,15,12,12,11,8,21.22%
17,13,11,11,10,6,21.22%
17,14,13,8,6,6,21.21%
16,15,13,11,11,5,21.21%
16,13,13,13,10,6,21.20%
17,14,12,11,9,6,21.20%
15,14,13,12,12,6,21.20%
16,15,14,11,7,7,21.19%
17,14,13,7,7,6,21.19%
17,14,13,8,7,6,21.18%
16,15,14,12,8,4,21.17%
17,14,13,9,6,6,21.17%
16,15,13,12,9,8,21.16%
16,14,13,13,7,7,21.15%
16,15,14,12,5,5,21.15%
16,15,14,12,6,5,21.15%
16,15,11,11,11,7,21.14%
17,14,13,9,7,6,21.14%
16,14,13,13,10,5,21.13%
17,13,11,10,8,8,21.13%
14,14,14,12,9,9,21.13%
16,13,12,12,11,9,21.13%
16,15,14,11,8,7,21.12%
16,15,14,12,7,5,21.12%
14,14,13,13,9,9,21.11%
16,14,13,13,8,7,21.10%
17,14,10,10,10,3,21.10%
17,14,12,9,9,7,21.09%
17,13,13,9,9,6,21.09%
17,12,12,11,10,6,21.08%
14,14,12,12,11,10,21.07%
16,15,14,10,10,5,21.06%
17,14,11,10,10,3,21.06%
17,13,9,9,9,8,21.05%
17,14,10,10,10,4,21.05%
17,13,10,9,9,8,21.05%
15,13,13,11,11,10,21.04%
15,14,12,12,12,7,21.04%
16,15,12,12,11,3,21.04%
16,15,12,11,11,7,21.03%
17,14,11,10,10,4,21.01%
14,14,13,11,11,10,21.01%
16,15,12,12,10,8,21.00%
16,15,12,12,11,4,21.00%
17,14,11,11,7,7,20.99%
17,14,13,11,3,3,20.98%
17,14,13,11,4,3,20.98%
16,15,14,11,10,3,20.98%
17,14,13,11,5,3,20.98%
16,15,14,12,8,5,20.98%
17,14,13,11,6,3,20.97%
17,13,13,11,9,3,20.97%
16,15,12,9,9,9,20.97%
16,13,13,11,11,9,20.97%
17,13,13,11,6,6,20.97%
17,13,13,10,9,6,20.96%
17,14,13,8,8,6,20.96%
17,13,10,10,10,7,20.95%
17,14,13,9,9,3,20.95%
15,12,12,12,12,8,20.95%
17,13,13,11,7,6,20.95%
17,14,12,10,9,7,20.95%
16,15,14,11,10,4,20.94%
15,15,13,13,9,6,20.94%
17,12,12,8,8,8,20.93%
17,14,13,9,8,6,20.93%
17,13,11,9,9,8,20.93%
16,15,12,10,9,9,20.93%
17,14,13,10,6,6,20.93%
14,14,14,13,10,7,20.93%
17,14,13,11,4,4,20.92%
17,14,13,11,5,4,20.92%
17,14,13,11,7,3,20.92%
17,13,13,11,9,4,20.92%
17,12,12,9,8,8,20.92%
17,14,13,11,6,4,20.91%
17,13,11,10,10,7,20.91%
17,14,11,11,8,7,20.90%
17,14,13,10,7,6,20.90%
17,14,13,9,9,4,20.90%
15,13,12,12,12,8,20.88%
17,14,13,11,7,4,20.86%
17,14,10,10,10,5,20.86%
17,13,10,10,9,8,20.86%
16,15,12,12,11,5,20.85%
17,13,12,11,10,6,20.83%
15,15,14,12,10,7,20.83%
17,14,13,10,9,3,20.82%
17,14,11,10,10,5,20.82%
16,15,13,11,11,6,20.82%
16,14,14,12,10,7,20.81%
17,12,12,12,3,3,20.81%
17,12,12,12,4,3,20.81%
17,12,12,12,5,3,20.81%
16,14,13,13,9,7,20.80%
17,12,12,12,6,3,20.80%
15,15,12,12,10,9,20.80%
15,13,13,13,9,9,20.80%
17,13,13,11,8,6,20.79%
14,14,12,12,12,8,20.77%
17,14,13,10,9,4,20.77%
16,15,14,11,10,5,20.77%
17,13,11,10,9,8,20.77%
17,15,3,3,3,3,20.76%
17,15,4,3,3,3,20.76%
17,15,5,3,3,3,20.76%
17,15,4,4,3,3,20.76%
17,15,5,4,3,3,20.76%
17,15,6,3,3,3,20.76%
17,15,6,4,3,3,20.76%
17,15,5,5,3,3,20.76%
17,15,6,5,3,3,20.76%
17,15,7,3,3,3,20.76%
17,15,7,4,3,3,20.76%
17,15,7,5,3,3,20.76%
17,15,4,4,4,3,20.76%
17,15,5,4,4,3,20.76%
17,15,6,4,4,3,20.76%
17,15,5,5,4,3,20.76%
17,15,6,5,4,3,20.76%
17,15,7,4,4,3,20.76%
17,15,7,5,4,3,20.76%
17,15,6,6,3,3,20.76%
17,15,7,6,3,3,20.76%
17,15,6,6,4,3,20.76%
17,15,7,6,4,3,20.76%
17,15,8,3,3,3,20.76%
17,15,8,4,3,3,20.76%
17,15,8,5,3,3,20.76%
17,15,8,4,4,3,20.76%
17,15,8,5,4,3,20.76%
17,15,8,6,3,3,20.76%
17,15,8,6,4,3,20.76%
16,14,14,10,10,8,20.76%
17,15,5,5,5,3,20.76%
17,15,6,5,5,3,20.76%
17,15,7,5,5,3,20.76%
17,15,6,6,5,3,20.76%
17,15,7,6,5,3,20.76%
17,15,7,7,3,3,20.76%
17,15,7,7,4,3,20.76%
17,15,8,5,5,3,20.76%
17,15,8,7,3,3,20.76%
17,15,8,6,5,3,20.76%
17,15,8,7,4,3,20.76%
17,15,9,3,3,3,20.76%
17,15,9,4,3,3,20.76%
17,15,9,5,3,3,20.76%
17,15,9,4,4,3,20.76%
17,15,9,5,4,3,20.76%
17,15,9,6,3,3,20.76%
17,15,9,6,4,3,20.76%
17,15,7,7,5,3,20.76%
17,15,8,7,5,3,20.76%
17,12,12,12,7,3,20.76%
17,15,9,7,3,3,20.75%
17,15,9,5,5,3,20.75%
17,15,9,7,4,3,20.75%
17,15,9,6,5,3,20.75%
17,15,9,7,5,3,20.75%
17,12,12,12,4,4,20.75%
17,12,12,12,5,4,20.75%
16,15,14,12,9,3,20.75%
17,12,12,12,6,4,20.74%
17,15,6,6,6,3,20.74%
17,15,7,6,6,3,20.74%
17,15,8,6,6,3,20.74%
17,15,8,8,3,3,20.74%
17,15,8,8,4,3,20.74%
17,15,7,7,6,3,20.74%
17,15,8,7,6,3,20.74%
17,15,8,8,5,3,20.74%
17,15,9,8,3,3,20.74%
17,15,9,8,4,3,20.74%
17,15,9,6,6,3,20.74%
17,15,9,8,5,3,20.74%
17,15,9,7,6,3,20.73%
17,12,12,10,8,8,20.73%
15,15,14,10,10,8,20.73%
16,14,13,13,10,6,20.73%
17,15,10,3,3,3,20.73%
17,15,10,4,3,3,20.73%
17,15,10,5,3,3,20.73%
17,15,10,4,4,3,20.73%
17,15,10,5,4,3,20.73%
17,15,10,6,3,3,20.73%
17,15,10,6,4,3,20.73%
17,15,10,7,3,3,20.73%
17,15,10,7,4,3,20.73%
17,15,10,5,5,3,20.73%
17,15,10,6,5,3,20.73%
17,15,10,7,5,3,20.72%
17,15,8,8,6,3,20.72%
17,14,13,10,8,6,20.72%
17,15,9,8,6,3,20.72%
14,14,13,13,10,9,20.72%
17,13,13,11,9,5,20.72%
17,14,13,11,8,3,20.72%
16,15,14,11,9,7,20.71%
17,15,10,8,3,3,20.71%
17,15,10,8,4,3,20.71%
17,15,10,8,5,3,20.71%
17,15,10,6,6,3,20.71%
17,15,10,7,6,3,20.71%
16,15,14,12,9,4,20.70%
17,12,12,12,7,4,20.70%
17,13,13,7,7,7,20.69%
17,13,13,8,7,7,20.69%
17,15,10,8,6,3,20.69%
17,15,4,4,4,4,20.69%
17,15,5,4,4,4,20.69%
17,15,6,4,4,4,20.69%
17,15,5,5,4,4,20.69%
17,15,6,5,4,4,20.69%
17,15,7,4,4,4,20.69%
17,15,7,5,4,4,20.69%
17,14,13,9,9,5,20.69%
17,15,6,6,4,4,20.69%
17,15,7,6,4,4,20.69%
17,15,8,4,4,4,20.69%
17,15,8,5,4,4,20.69%
17,15,8,6,4,4,20.69%
17,15,5,5,5,4,20.69%
17,15,6,5,5,4,20.69%
17,15,7,5,5,4,20.69%
17,15,6,6,5,4,20.69%
17,15,7,6,5,4,20.69%
17,15,8,5,5,4,20.69%
17,15,8,6,5,4,20.69%
17,15,7,7,4,4,20.69%
17,15,8,7,4,4,20.69%
17,15,7,7,5,4,20.69%
17,15,8,7,5,4,20.68%
17,15,9,4,4,4,20.68%
17,15,9,5,4,4,20.68%
17,15,9,6,4,4,20.68%
17,15,9,5,5,4,20.68%
17,15,9,6,5,4,20.68%
17,15,9,7,4,4,20.68%
17,15,9,7,5,4,20.68%
17,13,12,12,3,3,20.68%
17,13,12,12,4,3,20.68%
17,13,12,12,5,3,20.68%
17,14,13,11,5,5,20.68%
17,14,13,11,6,5,20.67%
17,13,12,12,6,3,20.67%
17,15,6,6,6,4,20.67%
17,15,7,6,6,4,20.67%
17,15,8,6,6,4,20.67%
17,15,7,7,6,4,20.67%
17,15,8,7,6,4,20.67%
17,15,8,8,4,4,20.67%
17,15,8,8,5,4,20.67%
17,15,9,6,6,4,20.67%
14,14,14,12,10,9,20.67%
17,15,9,8,4,4,20.67%
17,15,9,7,6,4,20.67%
17,15,9,8,5,4,20.66%
17,14,13,11,8,4,20.66%
17,13,13,9,7,7,20.66%
17,15,10,4,4,4,20.66%
17,15,10,5,4,4,20.66%
17,15,10,6,4,4,20.66%
17,15,10,5,5,4,20.65%
17,15,10,6,5,4,20.65%
17,15,10,7,4,4,20.65%
17,15,10,7,5,4,20.65%
17,15,8,8,6,4,20.65%
17,15,9,8,6,4,20.65%
17,15,7,7,7,3,20.64%
17,15,8,7,7,3,20.64%
17,15,9,7,7,3,20.64%
17,14,12,11,7,7,20.64%
17,15,10,8,4,4,20.64%
17,15,10,6,6,4,20.64%
17,15,10,8,5,4,20.64%
17,15,10,7,6,4,20.64%
15,14,14,12,11,8,20.64%
16,15,11,11,9,9,20.64%
17,12,12,10,10,7,20.64%
17,13,12,8,8,8,20.64%
17,15,9,9,3,3,20.63%
17,15,9,9,4,3,20.63%
17,15,8,8,7,3,20.63%
17,15,9,9,5,3,20.63%
15,14,13,13,11,8,20.63%
17,14,12,10,10,3,20.63%
17,14,13,11,7,5,20.63%
17,15,9,8,7,3,20.63%
16,15,14,10,10,6,20.63%
17,13,12,12,7,3,20.63%
17,13,12,12,4,4,20.62%
17,15,10,8,6,4,20.62%
17,13,12,9,8,8,20.62%
17,13,12,12,5,4,20.62%
17,15,9,9,6,3,20.62%
17,15,10,9,3,3,20.62%
17,13,12,12,6,4,20.62%
17,15,10,9,4,3,20.62%
17,15,10,7,7,3,20.61%
17,15,10,9,5,3,20.61%
16,15,14,12,6,6,20.61%
17,15,10,8,7,3,20.60%
17,15,10,9,6,3,20.60%
16,15,14,12,7,6,20.59%
17,14,12,10,10,4,20.58%
17,12,12,12,8,3,20.58%
17,13,13,8,8,7,20.58%
17,15,7,7,7,4,20.58%
17,15,8,7,7,4,20.58%
17,15,11,3,3,3,20.58%
17,15,11,4,3,3,20.58%
17,15,11,5,3,3,20.58%
17,15,11,4,4,3,20.58%
17,15,11,5,4,3,20.58%
17,15,11,6,3,3,20.58%
17,15,11,6,4,3,20.58%
17,15,11,7,3,3,20.57%
17,15,11,7,4,3,20.57%
17,15,11,5,5,3,20.57%
17,15,11,6,5,3,20.57%
17,15,9,7,7,4,20.57%
17,15,11,7,5,3,20.57%
17,13,12,12,7,4,20.57%
17,15,8,8,7,4,20.57%
17,14,13,10,9,5,20.57%
17,15,9,8,7,4,20.56%
17,15,9,9,4,4,20.56%
17,15,9,9,5,4,20.56%
17,15,11,8,3,3,20.56%
17,15,11,8,4,3,20.56%
17,15,11,8,5,3,20.56%
17,15,11,6,6,3,20.56%
17,15,11,7,6,3,20.56%
17,14,12,11,8,7,20.56%
17,13,13,9,8,7,20.55%
17,15,9,9,6,4,20.55%
17,11,11,11,10,7,20.55%
17,15,10,7,7,4,20.55%
17,15,10,9,4,4,20.55%
17,15,10,9,5,4,20.54%
17,15,11,8,6,3,20.54%
17,15,10,8,7,4,20.54%
17,15,9,9,7,3,20.54%
17,15,10,9,6,4,20.53%
17,12,12,12,8,4,20.53%
17,12,12,9,9,8,20.53%
15,15,13,13,10,3,20.52%
16,15,14,12,9,5,20.52%
17,12,11,11,10,7,20.52%
17,12,12,12,5,5,20.52%
17,15,10,9,7,3,20.52%
17,12,12,12,6,5,20.52%
15,14,14,12,9,9,20.51%
17,15,11,4,4,4,20.51%
17,15,11,5,4,4,20.51%
17,15,11,6,4,4,20.51%
17,15,11,5,5,4,20.50%
17,15,11,6,5,4,20.50%
17,15,11,7,4,4,20.50%
17,15,11,7,5,4,20.50%
16,14,14,11,10,8,20.49%
17,15,11,8,4,4,20.49%
15,14,13,12,12,7,20.49%
17,15,11,8,5,4,20.49%
17,15,11,6,6,4,20.49%
17,15,11,7,6,4,20.49%
15,15,13,13,10,4,20.49%
16,15,14,12,8,6,20.48%
17,12,12,12,7,5,20.48%
15,15,13,12,9,9,20.48%
17,15,11,9,3,3,20.48%
17,15,11,9,4,3,20.48%
15,15,13,12,11,8,20.48%
17,15,11,9,5,3,20.48%
16,15,12,12,11,6,20.48%
17,15,11,8,6,4,20.48%
15,15,14,11,10,8,20.47%
17,15,9,9,7,4,20.47%
17,15,11,7,7,3,20.47%
17,15,11,9,6,3,20.46%
17,13,13,10,7,7,20.46%
17,15,11,8,7,3,20.46%
17,15,10,9,7,4,20.46%
17,13,12,12,8,3,20.45%
17,13,12,10,8,8,20.45%
17,14,13,11,8,5,20.45%
16,15,12,11,9,9,20.42%
17,15,11,9,4,4,20.41%
17,15,11,9,5,4,20.41%
15,13,13,13,10,9,20.41%
17,15,11,7,7,4,20.40%
17,13,12,12,8,4,20.40%
17,14,12,10,10,5,20.40%
17,12,12,10,9,8,20.40%
16,15,10,10,10,9,20.40%
17,15,5,5,5,5,20.40%
17,15,6,5,5,5,20.40%
17,15,7,5,5,5,20.40%
17,15,6,6,5,5,20.40%
17,15,7,6,5,5,20.40%
17,15,8,5,5,5,20.40%
17,15,8,6,5,5,20.40%
17,15,7,7,5,5,20.40%
17,15,8,7,5,5,20.40%
17,15,9,5,5,5,20.40%
17,15,9,6,5,5,20.40%
17,15,11,9,6,4,20.40%
17,15,9,7,5,5,20.40%
17,15,11,8,7,4,20.40%
17,13,12,12,5,5,20.39%
17,15,6,6,6,5,20.39%
17,15,7,6,6,5,20.39%
17,15,8,6,6,5,20.39%
17,13,12,12,6,5,20.39%
17,15,7,7,6,5,20.39%
17,15,8,7,6,5,20.39%
17,15,9,6,6,5,20.39%
17,14,11,11,10,3,20.39%
17,15,11,9,7,3,20.39%
17,15,9,7,6,5,20.39%
17,14,10,10,10,6,20.39%
17,15,8,8,5,5,20.38%
17,14,11,11,9,7,20.38%
17,15,9,8,5,5,20.38%
16,15,11,10,10,9,20.38%
17,13,12,10,10,7,20.38%
12,12,12,12,12,9,20.38%
17,15,8,8,6,5,20.37%
17,15,9,8,6,5,20.37%
17,15,10,5,5,5,20.37%
17,15,10,6,5,5,20.37%
13,12,12,12,12,9,20.37%
17,15,10,7,5,5,20.37%
17,13,13,10,8,7,20.37%
15,14,14,13,10,7,20.37%
17,15,10,6,6,5,20.36%
17,15,10,7,6,5,20.36%
17,15,10,8,5,5,20.36%
17,13,12,12,7,5,20.36%
17,14,11,10,10,6,20.35%
17,15,10,8,6,5,20.35%
17,14,11,11,10,4,20.34%
16,15,14,11,10,6,20.34%
16,13,13,13,10,7,20.33%
15,15,13,13,10,5,20.33%
15,15,13,13,7,7,20.33%
16,15,13,12,11,3,20.33%
17,15,11,9,7,4,20.32%
17,11,11,11,8,8,20.32%
17,12,12,12,8,5,20.32%
17,15,7,7,7,5,20.31%
17,15,8,7,7,5,20.31%
17,15,9,7,7,5,20.31%
17,15,8,8,7,5,20.30%
17,15,9,8,7,5,20.30%
17,12,11,11,8,8,20.29%
16,15,13,12,11,4,20.29%
17,15,9,9,5,5,20.29%
17,15,10,7,7,5,20.29%
15,15,13,13,8,7,20.28%
17,15,8,8,8,3,20.28%
17,15,9,8,8,3,20.28%
16,10,10,10,10,10,20.28%
17,15,9,9,6,5,20.28%
16,11,10,10,10,10,20.28%
17,15,10,8,7,5,20.28%
17,15,10,9,5,5,20.27%
17,15,10,9,6,5,20.26%
17,15,10,8,8,3,20.26%
16,11,11,10,10,10,20.26%
16,12,10,10,10,10,20.25%
13,13,12,12,12,9,20.25%
17,13,12,9,9,8,20.24%
16,12,11,10,10,10,20.23%
15,14,13,12,10,10,20.23%
17,15,9,9,8,3,20.23%
17,15,11,5,5,5,20.23%
17,15,11,6,5,5,20.23%
17,15,11,7,5,5,20.23%
17,15,8,8,8,4,20.22%
17,15,9,8,8,4,20.22%
17,15,11,6,6,5,20.22%
17,15,11,7,6,5,20.22%
17,15,9,9,7,5,20.21%
17,15,11,8,5,5,20.21%
17,15,10,9,8,3,20.21%
17,13,13,11,9,6,20.21%
17,15,11,8,6,5,20.21%
16,15,13,12,10,8,20.20%
17,15,10,8,8,4,20.20%
15,15,14,11,11,3,20.20%
17,15,10,10,3,3,20.20%
17,15,10,10,4,3,20.20%
17,15,10,10,5,3,20.20%
17,15,10,9,7,5,20.20%
17,13,12,12,8,5,20.20%
14,14,13,12,12,8,20.19%
17,13,11,11,10,7,20.19%
17,15,10,10,6,3,20.19%
16,14,14,11,11,3,20.18%
17,15,9,9,8,4,20.17%
15,15,14,11,11,4,20.17%
17,14,13,9,9,6,20.17%
17,14,11,11,10,5,20.16%
15,14,13,13,9,9,20.16%
14,14,14,13,8,8,20.16%
17,15,10,9,8,4,20.15%
15,15,14,12,8,8,20.15%
16,15,13,12,11,5,20.15%
17,15,11,7,7,5,20.15%
16,14,14,11,11,4,20.14%
14,12,12,12,12,9,20.14%
17,15,11,9,5,5,20.14%
17,15,11,8,7,5,20.14%
16,14,14,12,8,8,20.14%
17,15,10,10,4,4,20.14%
17,15,10,10,5,4,20.14%
17,15,11,8,8,3,20.13%
17,15,11,9,6,5,20.13%
17,15,10,10,6,4,20.13%
17,13,12,10,9,8,20.12%
17,15,10,10,7,3,20.12%
17,15,11,10,3,3,20.12%
17,15,11,10,4,3,20.12%
17,15,11,10,5,3,20.12%
16,15,12,10,10,9,20.11%
17,15,11,10,6,3,20.11%
17,14,12,11,10,3,20.10%
17,15,11,9,8,3,20.09%
15,13,13,12,12,8,20.09%
17,14,13,11,9,3,20.08%
17,15,11,8,8,4,20.08%
16,15,14,12,9,6,20.07%
17,14,13,11,6,6,20.07%
17,15,11,9,7,5,20.07%
17,12,12,11,10,7,20.07%
16,14,13,11,11,9,20.06%
17,15,10,10,7,4,20.06%
15,14,14,12,10,9,20.06%
17,14,12,11,9,7,20.06%
17,14,12,11,10,4,20.06%
17,15,11,10,4,4,20.06%
17,15,11,10,5,4,20.06%
17,14,13,11,7,6,20.05%
14,13,12,12,12,9,20.05%
17,14,13,10,9,6,20.05%
17,11,11,11,9,8,20.05%
17,15,11,10,6,4,20.05%
17,15,11,10,7,3,20.04%
17,14,13,11,9,4,20.03%
17,15,11,9,8,4,20.03%
17,12,12,12,9,3,20.03%
14,14,13,12,11,10,20.03%
15,15,14,11,11,5,20.02%
14,14,14,13,9,8,20.02%
15,13,13,12,11,10,20.02%
17,12,11,11,9,8,20.02%
16,15,13,11,11,7,20.01%
15,15,13,12,10,9,20.00%
15,15,13,13,9,7,20.00%
17,15,12,3,3,3,20.00%
17,15,12,4,3,3,20.00%
17,15,12,5,3,3,20.00%
17,15,12,4,4,3,20.00%
17,15,12,5,4,3,20.00%
17,15,12,6,3,3,20.00%
17,15,12,6,4,3,20.00%
16,14,14,11,11,5,20.00%
17,15,12,7,3,3,20.00%
17,15,12,7,4,3,20.00%
17,15,12,5,5,3,20.00%
17,15,12,6,5,3,20.00%
17,15,12,7,5,3,20.00%
17,15,12,8,3,3,19.99%
17,15,12,8,4,3,19.99%
15,15,14,12,9,8,19.99%
17,15,12,8,5,3,19.99%
17,12,12,12,9,4,19.99%
17,15,8,8,8,5,19.99%
17,15,9,8,8,5,19.98%
17,15,11,10,7,4,19.98%
17,15,12,6,6,3,19.98%
17,15,12,7,6,3,19.98%
16,14,14,12,9,8,19.97%
17,15,12,8,6,3,19.97%
16,15,11,11,10,9,19.97%
16,11,11,11,10,10,19.97%
17,15,10,8,8,5,19.97%
14,14,14,13,11,3,19.95%
17,12,12,12,6,6,19.95%
16,12,11,11,10,10,19.95%
15,15,13,13,10,6,19.95%
17,14,12,10,10,6,19.94%
17,13,11,11,8,8,19.94%
16,13,10,10,10,10,19.94%
17,15,12,4,4,4,19.93%
17,15,12,5,4,4,19.93%
17,15,12,6,4,4,19.93%
17,15,9,9,8,5,19.93%
17,15,12,5,5,4,19.93%
17,15,12,6,5,4,19.93%
17,15,12,7,4,4,19.93%
17,12,12,12,7,6,19.93%
17,15,12,7,5,4,19.93%
16,14,12,12,11,9,19.93%
17,13,13,9,9,7,19.93%
16,13,11,10,10,10,19.92%
17,15,12,8,4,4,19.92%
17,15,12,9,3,3,19.92%
17,15,12,9,4,3,19.92%
14,14,14,13,11,4,19.92%
17,15,12,8,5,4,19.92%
17,15,12,9,5,3,19.92%
17,15,10,9,8,5,19.92%
17,15,12,6,6,4,19.92%
17,15,12,7,6,4,19.92%
17,13,12,12,9,3,19.91%
17,15,12,8,6,4,19.91%
17,15,12,9,6,3,19.91%
17,15,12,7,7,3,19.90%
17,14,13,11,8,6,19.90%
17,15,12,8,7,3,19.90%
17,14,12,11,10,5,19.88%
15,14,12,12,11,10,19.88%
16,14,13,13,10,7,19.88%
17,15,10,10,5,5,19.88%
13,13,13,13,11,9,19.87%
17,15,10,10,6,5,19.87%
17,15,10,10,8,3,19.87%
15,14,13,11,11,10,19.87%
17,13,12,12,9,4,19.87%
17,15,12,9,4,4,19.86%
17,15,12,9,5,4,19.86%
16,13,13,12,11,9,19.85%
17,15,12,9,6,4,19.84%
17,15,12,7,7,4,19.84%
17,15,11,8,8,5,19.84%
17,14,13,11,9,5,19.84%
16,12,12,10,10,10,19.84%
17,15,12,9,7,3,19.84%
17,15,12,8,7,4,19.84%
17,13,12,11,10,7,19.83%
17,13,12,12,6,6,19.83%
17,15,10,10,7,5,19.82%
17,13,13,10,9,7,19.82%
17,15,10,10,8,4,19.81%
17,13,12,12,7,6,19.81%
17,12,12,12,8,6,19.81%
17,15,11,9,8,5,19.80%
17,15,11,10,5,5,19.80%
17,12,12,12,9,5,19.80%
14,13,13,13,11,9,19.80%
17,15,11,10,6,5,19.80%
17,15,11,10,8,3,19.79%
15,14,13,13,10,9,19.79%
14,14,14,13,11,5,19.79%
16,15,13,12,11,6,19.79%
17,12,12,11,8,8,19.79%
16,15,12,11,10,9,19.78%
17,14,13,7,7,7,19.78%
17,14,13,8,7,7,19.78%
17,15,12,9,7,4,19.78%
17,14,8,8,8,8,19.78%
17,14,9,8,8,8,19.78%
17,14,10,8,8,8,19.77%
15,15,11,11,11,9,19.76%
17,14,9,9,8,8,19.76%
17,14,10,9,8,8,19.75%
17,14,13,9,7,7,19.75%
17,15,11,10,7,5,19.74%
17,15,11,10,8,4,19.74%
15,14,12,12,12,8,19.72%
17,14,11,11,10,6,19.72%
16,15,14,10,10,7,19.71%
17,15,6,6,6,6,19.69%
17,15,7,6,6,6,19.69%
17,15,8,6,6,6,19.69%
17,15,7,7,6,6,19.69%
17,15,8,7,6,6,19.69%
17,15,9,6,6,6,19.69%
17,15,9,7,6,6,19.69%
16,15,12,12,11,7,19.69%
17,13,12,12,8,6,19.68%
17,15,8,8,6,6,19.68%
17,13,12,12,9,5,19.68%
17,15,9,8,6,6,19.68%
